0,36,20.00,5.00,2.00,2.00,1,-1,-1,-1
0,35,3.00,12.00,2.00,2.00,1,-1,-1,-1
1,36,20.00,5.00,2.00,2.00,1,-1,-1,-1
1,35,3.00,12.00,2.00,2.00,1,-1,-1,-1
2,36,20.00,5.00,2.00,2.00,1,-1,-1,-1
2,35,3.00,12.00,2.00,2.00,1,-1,-1,-1
3,36,20.00,5.00,2.00,2.00,1,-1,-1,-1
3,35,3.85,12.00,2.00,2.00,1,-1,-1,-1
4,36,20.78,5.00,2.00,2.00,1,-1,-1,-1
4,35,4.06,12.00,2.00,2.00,1,-1,-1,-1
5,36,21.02,5.00,2.00,2.00,1,-1,-1,-1
5,35,4.11,12.00,2.00,2.00,1,-1,-1,-1
6,36,21.08,5.00,2.00,2.00,1,-1,-1,-1
6,35,4.11,12.00,2.00,2.00,1,-1,-1,-1
7,36,21.09,5.70,2.00,2.00,1,-1,-1,-1
7,35,4.10,12.00,2.00,2.00,1,-1,-1,-1
8,36,21.09,5.95,2.00,2.00,1,-1,-1,-1
8,35,4.77,12.69,2.00,2.00,1,-1,-1,-1
9,36,21.08,6.03,2.00,2.00,1,-1,-1,-1
9,35,5.01,12.94,2.00,2.00,1,-1,-1,-1
10,36,21.74,6.06,2.00,2.00,1,-1,-1,-1
10,35,5.08,13.02,2.00,2.00,1,-1,-1,-1
11,36,21.98,6.06,2.00,2.00,1,-1,-1,-1
11,35,5.10,13.72,2.00,2.00,1,-1,-1,-1
12,36,22.06,6.06,2.00,2.00,1,-1,-1,-1
12,35,5.10,13.97,2.00,2.00,1,-1,-1,-1
13,36,22.09,6.71,2.00,2.00,1,-1,-1,-1
13,35,5.09,14.06,2.00,2.00,1,-1,-1,-1
14,36,22.09,6.96,2.00,2.00,1,-1,-1,-1
14,35,5.08,14.75,2.00,2.00,1,-1,-1,-1
15,36,22.08,7.04,2.00,2.00,1,-1,-1,-1
15,35,5.08,15.00,2.00,2.00,1,-1,-1,-1
16,36,22.73,7.07,2.00,2.00,1,-1,-1,-1
16,35,5.73,15.08,2.00,2.00,1,-1,-1,-1
17,36,22.97,7.07,2.00,2.00,1,-1,-1,-1
17,35,5.97,15.76,2.00,2.00,1,-1,-1,-1
18,36,23.06,7.07,2.00,2.00,1,-1,-1,-1
18,35,6.05,16.01,2.00,2.00,1,-1,-1,-1
19,36,23.08,7.07,2.00,2.00,1,-1,-1,-1
19,35,6.08,16.10,2.00,2.00,1,-1,-1,-1
20,36,23.74,7.06,2.00,2.00,1,-1,-1,-1
20,35,6.08,16.78,2.00,2.00,1,-1,-1,-1
21,36,23.99,7.05,2.00,2.00,1,-1,-1,-1
21,35,6.08,17.02,2.00,2.00,1,-1,-1,-1
22,36,24.07,7.70,2.00,2.00,1,-1,-1,-1
22,35,6.07,17.11,2.00,2.00,1,-1,-1,-1
23,36,24.10,7.95,2.00,2.00,1,-1,-1,-1
23,35,6.72,17.13,2.00,2.00,1,-1,-1,-1
24,36,24.10,8.03,2.00,2.00,1,-1,-1,-1
24,35,6.96,17.78,2.00,2.00,1,-1,-1,-1
25,36,24.75,8.06,2.00,2.00,1,-1,-1,-1
25,35,7.05,18.02,2.00,2.00,1,-1,-1,-1
26,36,24.99,8.07,2.00,2.00,1,-1,-1,-1
26,35,7.07,18.11,2.00,2.00,1,-1,-1,-1
27,36,25.07,8.07,2.00,2.00,1,-1,-1,-1
27,35,7.08,18.13,2.00,2.00,1,-1,-1,-1
28,36,25.10,8.71,2.00,2.00,1,-1,-1,-1
28,35,7.73,18.13,2.00,2.00,1,-1,-1,-1
29,36,25.10,8.96,2.00,2.00,1,-1,-1,-1
29,35,7.97,18.77,2.00,2.00,1,-1,-1,-1
30,36,25.09,9.04,2.00,2.00,1,-1,-1,-1
30,35,8.06,19.01,2.00,2.00,1,-1,-1,-1
31,36,25.09,9.07,2.00,2.00,1,-1,-1,-1
31,35,8.08,19.09,2.00,2.00,1,-1,-1,-1
32,36,25.08,9.08,2.00,2.00,1,-1,-1,-1
32,35,8.09,19.12,2.00,2.00,1,-1,-1,-1
33,36,25.72,9.73,2.00,2.00,1,-1,-1,-1
33,35,8.74,19.77,2.00,2.00,1,-1,-1,-1
34,36,25.97,9.97,2.00,2.00,1,-1,-1,-1
34,35,8.98,20.01,2.00,2.00,1,-1,-1,-1
35,36,26.05,10.05,2.00,2.00,1,-1,-1,-1
35,35,9.06,20.09,2.00,2.00,1,-1,-1,-1
36,36,26.08,10.08,2.00,2.00,1,-1,-1,-1
36,35,9.09,20.77,2.00,2.00,1,-1,-1,-1
37,36,26.08,10.74,2.00,2.00,1,-1,-1,-1
37,35,9.09,21.02,2.00,2.00,1,-1,-1,-1
38,36,26.08,10.98,2.00,2.00,1,-1,-1,-1
38,35,9.09,21.76,2.00,2.00,1,-1,-1,-1
39,36,26.07,11.07,2.00,2.00,1,-1,-1,-1
39,35,9.08,22.03,2.00,2.00,1,-1,-1,-1
40,36,26.07,11.09,2.00,2.00,1,-1,-1,-1
40,35,9.07,22.12,2.00,2.00,1,-1,-1,-1
41,36,26.06,11.75,2.00,2.00,1,-1,-1,-1
41,35,9.07,22.80,2.00,2.00,1,-1,-1,-1
42,36,26.05,11.99,2.00,2.00,1,-1,-1,-1
42,35,8.41,23.04,2.00,2.00,1,-1,-1,-1
43,36,26.05,12.08,2.00,2.00,1,-1,-1,-1
43,35,8.15,23.13,2.00,2.00,1,-1,-1,-1
44,36,26.04,12.10,2.00,2.00,1,-1,-1,-1
44,35,8.06,23.80,2.00,2.00,1,-1,-1,-1
45,36,26.04,12.76,2.00,2.00,1,-1,-1,-1
45,35,8.02,24.05,2.00,2.00,1,-1,-1,-1
46,36,26.69,13.00,2.00,2.00,1,-1,-1,-1
46,35,8.01,24.13,2.00,2.00,1,-1,-1,-1
47,36,26.28,13.08,2.00,2.00,1,-1,-1,-1
47,35,8.00,24.80,2.00,2.00,1,-1,-1,-1
48,36,26.12,13.11,2.00,2.00,1,-1,-1,-1
48,35,8.00,25.05,2.00,2.00,1,-1,-1,-1
49,36,26.06,13.76,2.00,2.00,1,-1,-1,-1
49,35,7.35,25.13,2.00,2.00,1,-1,-1,-1
50,36,26.03,14.00,2.00,2.00,1,-1,-1,-1
50,35,7.10,25.15,2.00,2.00,1,-1,-1,-1
51,36,26.02,14.09,2.00,2.00,1,-1,-1,-1
51,35,7.01,25.15,2.00,2.00,1,-1,-1,-1
52,36,26.02,14.11,2.00,2.00,1,-1,-1,-1
52,35,6.98,25.14,2.00,2.00,1,-1,-1,-1
53,36,26.02,14.77,2.00,2.00,1,-1,-1,-1
53,35,6.31,24.48,2.00,2.00,1,-1,-1,-1
54,36,26.01,15.01,2.00,2.00,1,-1,-1,-1
54,35,6.06,24.22,2.00,2.00,1,-1,-1,-1
55,36,26.01,15.09,2.00,2.00,1,-1,-1,-1
55,35,5.97,24.12,2.00,2.00,1,-1,-1,-1
56,36,26.01,15.11,2.00,2.00,1,-1,-1,-1
56,35,5.94,23.42,2.00,2.00,1,-1,-1,-1
57,36,26.01,15.77,2.00,2.00,1,-1,-1,-1
57,35,5.94,23.15,2.00,2.00,1,-1,-1,-1
58,36,26.01,16.01,2.00,2.00,1,-1,-1,-1
58,35,5.94,23.05,2.00,2.00,1,-1,-1,-1
59,36,26.01,16.09,2.00,2.00,1,-1,-1,-1
59,35,5.94,22.36,2.00,2.00,1,-1,-1,-1
60,36,26.01,16.12,2.00,2.00,1,-1,-1,-1
60,35,5.95,22.10,2.00,2.00,1,-1,-1,-1
61,36,25.35,16.12,2.00,2.00,1,-1,-1,-1
61,35,5.30,22.00,2.00,2.00,1,-1,-1,-1
62,36,25.11,16.11,2.00,2.00,1,-1,-1,-1
62,35,5.06,21.32,2.00,2.00,1,-1,-1,-1
63,36,25.01,16.10,2.00,2.00,1,-1,-1,-1
63,35,4.97,21.06,2.00,2.00,1,-1,-1,-1
