0,24,21.00,26.00,2.00,2.00,1,-1,-1,-1
0,23,20.00,13.00,2.00,2.00,1,-1,-1,-1
1,24,21.00,26.00,2.00,2.00,1,-1,-1,-1
1,23,20.00,12.00,2.00,2.00,1,-1,-1,-1
2,24,21.00,26.00,2.00,2.00,1,-1,-1,-1
2,23,20.00,11.94,2.00,2.00,1,-1,-1,-1
3,24,21.85,26.00,2.00,2.00,1,-1,-1,-1
3,23,20.00,11.96,2.00,2.00,1,-1,-1,-1
4,24,22.06,26.00,2.00,2.00,1,-1,-1,-1
4,23,20.00,11.97,2.00,2.00,1,-1,-1,-1
5,24,22.11,26.00,2.00,2.00,1,-1,-1,-1
5,23,20.00,11.23,2.00,2.00,1,-1,-1,-1
6,24,22.11,26.00,2.00,2.00,1,-1,-1,-1
6,23,20.00,11.00,2.00,2.00,1,-1,-1,-1
7,24,22.79,25.30,2.00,2.00,1,-1,-1,-1
7,23,20.00,10.92,2.00,2.00,1,-1,-1,-1
8,24,23.03,25.05,2.00,2.00,1,-1,-1,-1
8,23,20.00,10.91,2.00,2.00,1,-1,-1,-1
9,24,23.10,24.97,2.00,2.00,1,-1,-1,-1
9,23,19.32,10.23,2.00,2.00,1,-1,-1,-1
10,24,23.12,24.94,2.00,2.00,1,-1,-1,-1
10,23,19.07,9.99,2.00,2.00,1,-1,-1,-1
11,24,23.11,24.27,2.00,2.00,1,-1,-1,-1
11,23,19.65,9.91,2.00,2.00,1,-1,-1,-1
12,24,23.10,24.03,2.00,2.00,1,-1,-1,-1
12,23,19.87,9.89,2.00,2.00,1,-1,-1,-1
13,24,23.09,23.94,2.00,2.00,1,-1,-1,-1
13,23,19.96,9.23,2.00,2.00,1,-1,-1,-1
14,24,23.08,23.92,2.00,2.00,1,-1,-1,-1
14,23,19.99,8.99,2.00,2.00,1,-1,-1,-1
15,24,23.07,23.25,2.00,2.00,1,-1,-1,-1
15,23,20.00,8.91,2.00,2.00,1,-1,-1,-1
16,24,23.07,23.01,2.00,2.00,1,-1,-1,-1
16,23,20.00,8.89,2.00,2.00,1,-1,-1,-1
17,24,23.06,22.93,2.00,2.00,1,-1,-1,-1
17,23,20.00,8.89,2.00,2.00,1,-1,-1,-1
18,24,23.71,22.25,2.00,2.00,1,-1,-1,-1
18,23,20.00,8.24,2.00,2.00,1,-1,-1,-1
19,24,23.95,22.00,2.00,2.00,1,-1,-1,-1
19,23,20.00,8.00,2.00,2.00,1,-1,-1,-1
20,24,24.04,21.91,2.00,2.00,1,-1,-1,-1
20,23,20.00,7.92,2.00,2.00,1,-1,-1,-1
21,24,23.41,21.89,2.00,2.00,1,-1,-1,-1
21,23,20.00,7.89,2.00,2.00,1,-1,-1,-1
22,24,23.17,21.23,2.00,2.00,1,-1,-1,-1
22,23,20.00,7.24,2.00,2.00,1,-1,-1,-1
23,24,23.08,20.99,2.00,2.00,1,-1,-1,-1
23,23,20.00,7.00,2.00,2.00,1,-1,-1,-1
24,24,23.04,20.91,2.00,2.00,1,-1,-1,-1
24,23,20.00,6.91,2.00,2.00,1,-1,-1,-1
25,24,23.02,20.88,2.00,2.00,1,-1,-1,-1
25,23,19.35,6.89,2.00,2.00,1,-1,-1,-1
26,24,23.02,20.23,2.00,2.00,1,-1,-1,-1
26,23,19.10,6.89,2.00,2.00,1,-1,-1,-1
27,24,23.01,19.99,2.00,2.00,1,-1,-1,-1
27,23,19.01,6.24,2.00,2.00,1,-1,-1,-1
28,24,23.01,19.91,2.00,2.00,1,-1,-1,-1
28,23,18.98,6.00,2.00,2.00,1,-1,-1,-1
29,24,23.01,19.88,2.00,2.00,1,-1,-1,-1
29,23,18.97,5.92,2.00,2.00,1,-1,-1,-1
30,24,23.01,19.23,2.00,2.00,1,-1,-1,-1
30,23,18.97,5.90,2.00,2.00,1,-1,-1,-1
