0,40,9.00,23.00,2.00,2.00,1,-1,-1,-1
0,39,4.00,0.00,2.00,2.00,1,-1,-1,-1
1,40,10.00,23.00,2.00,2.00,1,-1,-1,-1
1,39,4.00,0.00,2.00,2.00,1,-1,-1,-1
2,40,10.06,23.00,2.00,2.00,1,-1,-1,-1
2,39,4.00,0.00,2.00,2.00,1,-1,-1,-1
3,40,10.04,23.00,2.00,2.00,1,-1,-1,-1
3,39,4.85,0.00,2.00,2.00,1,-1,-1,-1
4,40,10.03,23.00,2.00,2.00,1,-1,-1,-1
4,39,5.06,0.78,2.00,2.00,1,-1,-1,-1
5,40,10.77,23.00,2.00,2.00,1,-1,-1,-1
5,39,5.11,1.02,2.00,2.00,1,-1,-1,-1
6,40,11.00,23.00,2.00,2.00,1,-1,-1,-1
6,39,5.11,1.08,2.00,2.00,1,-1,-1,-1
7,40,11.08,23.00,2.00,2.00,1,-1,-1,-1
7,39,5.79,1.09,2.00,2.00,1,-1,-1,-1
8,40,11.78,23.00,2.00,2.00,1,-1,-1,-1
8,39,6.03,1.09,2.00,2.00,1,-1,-1,-1
9,40,12.02,23.00,2.00,2.00,1,-1,-1,-1
9,39,6.10,1.08,2.00,2.00,1,-1,-1,-1
10,40,12.10,23.00,2.00,2.00,1,-1,-1,-1
10,39,6.79,1.07,2.00,2.00,1,-1,-1,-1
11,40,12.79,23.00,2.00,2.00,1,-1,-1,-1
11,39,7.03,1.06,2.00,2.00,1,-1,-1,-1
12,40,13.03,22.33,2.00,2.00,1,-1,-1,-1
12,39,7.78,1.05,2.00,2.00,1,-1,-1,-1
13,40,13.11,22.09,2.00,2.00,1,-1,-1,-1
13,39,8.05,1.05,2.00,2.00,1,-1,-1,-1
14,40,13.13,22.00,2.00,2.00,1,-1,-1,-1
14,39,8.13,1.04,2.00,2.00,1,-1,-1,-1
15,40,13.79,21.97,2.00,2.00,1,-1,-1,-1
15,39,8.81,1.04,2.00,2.00,1,-1,-1,-1
16,40,14.03,21.96,2.00,2.00,1,-1,-1,-1
16,39,9.06,1.03,2.00,2.00,1,-1,-1,-1
17,40,14.11,21.96,2.00,2.00,1,-1,-1,-1
17,39,9.80,1.03,2.00,2.00,1,-1,-1,-1
18,40,14.13,21.96,2.00,2.00,1,-1,-1,-1
18,39,10.06,1.03,2.00,2.00,1,-1,-1,-1
19,40,14.78,21.96,2.00,2.00,1,-1,-1,-1
19,39,10.15,1.02,2.00,2.00,1,-1,-1,-1
20,40,15.02,21.97,2.00,2.00,1,-1,-1,-1
20,39,10.83,1.68,2.00,2.00,1,-1,-1,-1
21,40,15.10,21.97,2.00,2.00,1,-1,-1,-1
21,39,11.07,1.92,2.00,2.00,1,-1,-1,-1
22,40,15.78,21.97,2.00,2.00,1,-1,-1,-1
22,39,11.15,2.01,2.00,2.00,1,-1,-1,-1
23,40,16.03,21.98,2.00,2.00,1,-1,-1,-1
23,39,11.82,2.04,2.00,2.00,1,-1,-1,-1
24,40,16.11,21.98,2.00,2.00,1,-1,-1,-1
24,39,12.07,2.05,2.00,2.00,1,-1,-1,-1
25,40,16.13,21.98,2.00,2.00,1,-1,-1,-1
25,39,12.15,2.05,2.00,2.00,1,-1,-1,-1
26,40,16.79,21.33,2.00,2.00,1,-1,-1,-1
26,39,12.82,2.05,2.00,2.00,1,-1,-1,-1
27,40,17.03,21.08,2.00,2.00,1,-1,-1,-1
27,39,13.06,2.04,2.00,2.00,1,-1,-1,-1
28,40,17.11,20.99,2.00,2.00,1,-1,-1,-1
28,39,13.14,2.04,2.00,2.00,1,-1,-1,-1
29,40,17.13,20.96,2.00,2.00,1,-1,-1,-1
29,39,13.82,2.03,2.00,2.00,1,-1,-1,-1
30,40,17.13,20.95,2.00,2.00,1,-1,-1,-1
30,39,14.06,2.68,2.00,2.00,1,-1,-1,-1
31,40,17.77,20.95,2.00,2.00,1,-1,-1,-1
31,39,14.80,2.93,2.00,2.00,1,-1,-1,-1
32,40,18.01,20.96,2.00,2.00,1,-1,-1,-1
32,39,15.06,3.02,2.00,2.00,1,-1,-1,-1
33,40,18.09,20.96,2.00,2.00,1,-1,-1,-1
33,39,15.15,3.05,2.00,2.00,1,-1,-1,-1
34,40,18.12,20.31,2.00,2.00,1,-1,-1,-1
34,39,15.83,3.05,2.00,2.00,1,-1,-1,-1
35,40,18.12,20.07,2.00,2.00,1,-1,-1,-1
35,39,16.07,3.05,2.00,2.00,1,-1,-1,-1
36,40,18.11,19.98,2.00,2.00,1,-1,-1,-1
36,39,16.15,3.05,2.00,2.00,1,-1,-1,-1
37,40,18.10,19.95,2.00,2.00,1,-1,-1,-1
37,39,16.82,3.05,2.00,2.00,1,-1,-1,-1
38,40,18.09,19.94,2.00,2.00,1,-1,-1,-1
38,39,17.07,3.04,2.00,2.00,1,-1,-1,-1
39,40,18.08,19.94,2.00,2.00,1,-1,-1,-1
39,39,17.15,3.04,2.00,2.00,1,-1,-1,-1
40,40,18.08,19.95,2.00,2.00,1,-1,-1,-1
40,39,17.17,3.69,2.00,2.00,1,-1,-1,-1
41,40,18.07,19.30,2.00,2.00,1,-1,-1,-1
41,39,17.82,3.93,2.00,2.00,1,-1,-1,-1
42,40,18.06,19.06,2.00,2.00,1,-1,-1,-1
42,39,18.05,4.02,2.00,2.00,1,-1,-1,-1
43,40,18.06,18.97,2.00,2.00,1,-1,-1,-1
43,39,18.13,4.05,2.00,2.00,1,-1,-1,-1
44,40,18.05,18.94,2.00,2.00,1,-1,-1,-1
44,39,18.15,4.06,2.00,2.00,1,-1,-1,-1
45,40,18.70,18.93,2.00,2.00,1,-1,-1,-1
45,39,18.15,4.71,2.00,2.00,1,-1,-1,-1
46,40,18.94,18.93,2.00,2.00,1,-1,-1,-1
46,39,18.14,4.95,2.00,2.00,1,-1,-1,-1
47,40,19.03,18.94,2.00,2.00,1,-1,-1,-1
47,39,18.13,5.04,2.00,2.00,1,-1,-1,-1
48,40,19.06,18.29,2.00,2.00,1,-1,-1,-1
48,39,18.12,5.07,2.00,2.00,1,-1,-1,-1
49,40,19.72,18.05,2.00,2.00,1,-1,-1,-1
49,39,18.11,5.73,2.00,2.00,1,-1,-1,-1
50,40,19.96,17.96,2.00,2.00,1,-1,-1,-1
50,39,18.75,5.97,2.00,2.00,1,-1,-1,-1
51,40,20.05,17.93,2.00,2.00,1,-1,-1,-1
51,39,18.99,6.06,2.00,2.00,1,-1,-1,-1
52,40,20.08,17.93,2.00,2.00,1,-1,-1,-1
52,39,19.07,6.08,2.00,2.00,1,-1,-1,-1
53,40,20.08,17.93,2.00,2.00,1,-1,-1,-1
53,39,19.09,6.09,2.00,2.00,1,-1,-1,-1
